freq,statinfo,unit,isced11,sex,age,geo\TIME_PERIOD	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 	2025 
A,MEAN_EI,NAC,ED0-2,F,Y_GE65,UK	: 	: 	9995 	10461 	11100 	11841 	11883 	11930 	12414 	13478 b	13348 	14863 	15187 	15391 	16088 b	16247 	: 	: 	: 	: 	: 	: 	: 
A,MEAN_EI,NAC,ED0-2,F,Y_GE65,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2606 	: 	: 	: 	: 	: 	: 	: 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	226263 	251621 	268406 	293488 	293480 	349180 	425405 	: 	: 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,AT	15340 	16493 	17085 	16491 	16865 	18355 b	18848 	20148 	19700 	20650 	20671 	21228 	21450 	20438 	21976 	22518 	22346 	23661 	23909 	23578 	25997 	27628 	30822 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,BE	15337 	14712 	16164 	16424 	16658 	17300 	18340 	18282 	17906 	18107 	19203 	18778 	18904 	19557 	19771 	20477 	21650 b	22540 	22083 	22902 	24663 	27513 	28241 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,BG	: 	: 	: 	2297 	2333 	4061 	4782 	4858 	4247 	4260 	4128 	4715 	4784 	4382 b	4880 	4929 	5739 	6307 	7954 	7130 	8334 	10000 	12035 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,CH	: 	: 	: 	: 	43000 	43540 	43146 	43152 	41765 	42348 	43720 	41553 b	42837 	40026 	42808 	43156 	39495 	40444 	41023 	39850 	44590 	44499 	: 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,CY	: 	: 	7282 	8159 	8747 	9041 b	17030 	16160 	16780 	16092 	14916 	13379 	12133 	12526 	12573 	13155 	14598 	15304 	16146 	16106 	16985 	17890 	18522 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,CZ	: 	: 	121757 	127830 	139264 	155792 	164266 	161733 	161087 	176825 	170363 	176204 	173268 	190154 	196280 	214038 	243043 	261320 	265405 	293593 	305641 	337979 	344823 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,DE	: 	: 	17334 	16296 	17290 	17530 	17162 	17366 	17749 	17493 	17929 	16492 	17410 	18302 	18342 	19898 	20241 	23583 b	22789 	22701 	23771 	24989 	25402 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,DK	162799 	160737 	171657 	171971 	180188 	186460 	183853 	190881 	204312 b	200322 	200598 	211617 	209460 	223847 	216431 	225687 	236950 	232932 	238048 	273083 	269492 	261191 	275771 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,EE	: 	2473 	2806 	3583 	4404 	5911 	6068 	5707 	5058 	5503 	6652 	7145 b	7311 	8282 	8806 	9642 	10304 	11226 	11615 	13309 	14160 	15154 	15842 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,EL	7692 	8429 	9181 	9600 	9853 	10041 	10439 	10568 	9613 	8117 	6861 	6356 	6304 	6195 	6570 	6779 	7337 	7496 	7330 	8191 	8972 	9827 	11095 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,ES	: 	10222 	10807 	11167 	11909 	13908 b	14526 	14116 	13413 	13068 	12551 	11855 	11716 	11940 	12503 	12826 	13309 	14250 	13674 	15027 	16083 	17201 	18285 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,FI	: 	17764 	18164 	18568 	19485 	20802 	21228 	21397 	21842 	22800 	23487 	23574 	23187 	23792 	25100 	25317 	25203 	25522 	26319 	26839 	30139 	29627 	29173 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,FR	: 	15474 	16099 	16403 	16656 	19725 	20081 	20581 	20584 b	21625 	21868 	22133 	22152 	21864 	22919 	22190 	22334 	20095 b	20733 	20835 b	21946 	22198 	23232 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,HR	: 	: 	: 	: 	: 	: 	: 	35184 	33005 	31992 	30757 	32095 	33370 	34938 	37981 	39917 	43842 	48667 	50797 	54030 	7963 b	9729 b	11864 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,HU	: 	: 	770153 	779133 	895959 	934971 	990355 	999961 	986493 	994183 	957974 	1017508 	1065507 	1220038 	1294683 	1346883 	1487102 b	1556518 	1874327 	2073138 	2351256 	2628362 	2677895 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,IE	16542 	18378 	18996 	21465 	21709 	22391 	21619 	20425 	18609 	18398 	18118 	18749 	20185 	20217 	21431 	22855 	23814 b	25281 b	26324 	27746 	28600 	29347 	32309 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,IS	: 	2057135 	2253611 	2384636 	2714690 	3097355 	3395461 	3421407 	3164500 	3315640 	3609463 	3875523 	4037892 	4346640 	4665712 	4821279 	4755688 	4912922 	: 	: 	: 	: 	: 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,IT	: 	14381 	14939 	14809 	15407 	15783 	15829 	16082 	15712 	15682 	15473 	14814 	14801 	14728 	15096 	15570 	16073 	16469 	16177 	17806 	18935 	19463 	20249 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,LT	: 	: 	6559 	7632 	10634 	12979 	14407 	11247 	10919 	12339 	14046 	14269 	4274 	4763 	5216 	6007 	6398 	8023 	9292 	9439 	9578 	10673 p	11508 p
A,MEAN_EI,NAC,ED0-2,M,Y18-64,LU	24383 	25182 	25526 	26819 	27525 	28486 	28677 	29612 	29275 	28611 	29665 	29557 	30190 	29071 b	32202 	31623 	31819 	32155 b	35877 b	37264 b	38067 	41218 	40419 b
A,MEAN_EI,NAC,ED0-2,M,Y18-64,LV	: 	: 	2043 	2243 	3417 	4810 	5224 	3953 	3758 	4041 	4279 	4567 	5243 	5538 	5801 	6133 	7118 	8166 	8006 	9098 	10327 	11066 	12981 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2210 	2234 	2367 	2517 	2557 	2534 	2799 	2914 	2976 	3499 	4371 	: 	: 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	90004 	100222 	109253 	114386 	115553 	120468 	125829 	129896 	143482 	150492 b	170999 	192111 	226840 	: 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,MT	: 	: 	4040 	4207 	9907 	10803 	11224 	11034 	11311 	11785 	12071 	12671 	13295 	13451 	14238 	14584 	15234 	15793 	16537 	17759 	18412 	20601 	21562 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,NL	: 	: 	17198 	17779 	19850 	19710 	20256 	20202 	20238 	20427 	20750 	20773 	20697 	22371 b	22851 	23949 	24511 	25406 	26333 	27982 	28295 	32333 	33762 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,NO	216582 	211738 	214900 	232605 	228262 	252508 	271029 	267108 	272198 	284854 	306569 	320573 	337637 	335949 	334364 	333523 	346411 	377831 	377919 b	392565 	421735 b	446417 	489651 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,PL	: 	: 	9403 	10326 	11484 	13271 	15199 	15467 	16575 	17654 	17260 	17442 	18182 	19444 	21367 	23054 	24974 	28807 	29888 	35506 	38901 	45586 	50979 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,PT	: 	7579 	7889 	7964 	8433 	9043 	8901 	9362 	9045 	8794 	8386 	8176 	8154 	8582 	8774 	8983 	9634 	10242 	10123 	10154 	11285 	12157 	13593 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,RO	: 	: 	: 	: 	4542 	5155 	6072 	6530 	6207 	6145 	6357 	6380 	8902 	9121 	8424 	10325 	11193 	12853 	14188 	17115 	20180 	28304 	27987 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	207816 	202896 	194704 	217745 	221669 	230358 	277079 	342933 	351239 	413918 	462209 	531720 	692147 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,SE	: 	158774 	167464 	175643 	185770 	194222 b	201518 	206881 	211919 	218043 	218851 	210055 	217267 	219345 	221245 	225446 	214947 	234591 	232826 	249728 	262898 	281967 	296142 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,SI	: 	: 	1857655 	2008826 	8865 	9653 	10736 	10286 	10520 	10534 	10332 	10342 	10663 	10577 	11482 	11688 	12456 	12938 	13485 	14749 	15742 	17490 	18581 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,SK	: 	: 	102310 	120042 	127149 	141394 	5000 	5391 	5644 	6114 	5746 	5542 	5558 	5437 	5312 	5560 	5841 	6037 	6159 	6240 	6636 	7312 	9182 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,TR	: 	: 	: 	4762 	5664 	6068 	6703 	6801 	7806 	8710 	9144 	9640 	10946 	12482 	14661 	16417 	19025 	22026 	23774 	33838 	59827 	118127 	236919 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,UK	: 	: 	11869 	12724 	13334 	13797 	14177 	13964 	13795 	14746 b	14270 	17291 	16434 	17947 	17570 b	18092 	: 	: 	: 	: 	: 	: 	: 
A,MEAN_EI,NAC,ED0-2,M,Y18-64,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1815 	: 	: 	: 	: 	: 	: 	: 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	233964 	257654 	274125 	297240 	298687 	352453 	426322 	: 	: 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,AT	14978 	16506 	17301 	16352 	16749 	17995 b	18379 	19451 	19123 	20349 	20401 	21187 	21629 	20840 	22114 	22701 	22684 	23513 	23919 	24072 	26671 	28465 	31722 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,BE	14345 	13995 	15216 	15363 	15667 	16286 	17489 	17697 	17149 	17362 	18485 	18378 	18434 	18886 	19186 	19890 	20772 b	21341 	21443 	22089 	23962 	26210 	27253 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,BG	: 	: 	: 	2375 	2451 	3850 	4534 	4800 	4380 	4413 	4344 	4997 	4934 	4736 b	5181 	5210 	5990 	6482 	8117 	7549 	9004 	10776 	12582 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,CH	: 	: 	: 	: 	41687 	42714 	41709 	42186 	40895 	41143 	41664 	39912 b	41506 	39261 	41425 	42327 	38395 	40022 	40386 	39190 	43852 	43937 	: 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,CY	: 	: 	6657 	7391 	7956 	8351 b	15566 	14821 	15457 	15208 	14506 	12859 	11983 	12219 	12377 	13001 	13907 	14523 	14946 	15068 	15926 	16524 	17347 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,CZ	: 	: 	121955 	128434 	137757 	152656 	161085 	160003 	160797 	175550 	170917 	174756 	172437 	186849 	193740 	208607 	232462 	249378 	259284 	285411 	299590 	334021 	342599 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,DE	: 	: 	16865 	15873 	16726 	17057 	16734 	16908 	17261 	17100 	17664 	16495 	17272 	17975 	18136 	19173 	19830 	23178 b	22164 	22206 	23431 	24512 	24883 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,DK	156769 	152680 	161485 	162823 	169176 	174155 	171030 	183153 	189844 b	188000 	191762 	201701 	201852 	210071 	205315 	226814 	238768 	224883 	223835 	252418 	293384 	252177 	277602 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,EE	: 	2414 	2712 	3406 	4136 	5441 	5782 	5567 	5015 	5388 	6369 	6884 b	7043 	7861 	8218 	8930 	9564 	10443 	10974 	12293 	13153 	14346 	15212 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,EL	7579 	8164 	8928 	9339 	9657 	9922 	10322 	10634 	9611 	8581 	7436 	6855 	6956 	6917 	7110 	7314 	7672 	8046 	7940 	8679 	9330 	9936 	10716 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,ES	: 	9935 	10519 	10901 	11641 	13833 b	14512 	14214 	13576 	13458 	13120 	12575 	12453 	12669 	13128 	13398 	13880 	14824 	14435 	15507 	16676 	17891 	19072 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,FI	: 	16582 	17027 	17386 	17990 	19103 	19960 	20148 	20498 	21366 	21896 	22198 	22077 	22478 	23208 	23526 	23499 	23978 	24145 	24804 	26742 	27844 	28181 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,FR	: 	15287 	15943 	16117 	16962 	19970 	20428 	20678 	20739 b	21856 	22201 	22039 	22452 	22163 	22936 	22444 	22332 	20506 b	20886 	21203 b	21973 	22840 	24170 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,HR	: 	: 	: 	: 	: 	: 	: 	34702 	32586 	32016 	30932 	32221 	33002 	34167 	36831 	38288 	42211 	46193 	47409 	50339 	7462 b	8991 b	10765 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,HU	: 	: 	808914 	808390 	923222 	971775 	1031321 	1031615 	1035000 	1043739 	1028951 	1082263 	1126575 	1250789 	1307022 	1366556 	1535216 b	1609163 	1856329 	2057869 	2377232 	2633982 	2752986 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,IE	15820 	17347 	17962 	20397 	20762 	21638 	21206 	20040 	18840 	18572 	18540 	18779 	20290 	20244 	21175 	22497 	23703 b	24740 b	25921 	26688 	27934 	28826 	31457 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,IS	: 	1983883 	2188556 	2326444 	2622500 	3010835 	3406192 	3451558 	3168309 	3269320 	3576522 	3809535 	4037150 	4305789 	4558351 	4744595 	4704579 	4828476 	: 	: 	: 	: 	: 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,IT	: 	14141 	14563 	14610 	15131 	15550 	15730 	16054 	15859 	15863 	15691 	15455 	15378 	15514 	15715 	16168 	16668 	17100 	16820 	18018 	19163 	19878 	20630 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,LT	: 	: 	6678 	7644 	10178 	12576 	14565 	12393 	11955 	12869 	14502 	14326 	4359 	4834 	5036 	5891 	6623 	7617 	8822 	9008 	9322 	10256 p	11274 p
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,LU	24368 	25318 	25860 	27054 	27805 	28678 	29250 	30159 	29766 	29488 	30316 	30522 	31364 	30298 b	33529 	33603 	33970 	33949 b	37441 b	38362 b	40423 	43771 	44551 b
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,LV	: 	: 	1992 	2192 	3292 	4509 	4916 	3947 	3871 	4108 	4318 	4544 	5094 	5272 	5443 	5845 	6666 	7607 	7540 	8620 	9795 	10524 	12128 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2408 	2429 	2570 	2623 	2746 	2804 	2925 	3122 	3153 	3599 	4501 	: 	: 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	94696 	104836 	114237 	120713 	122072 	126598 	132993 	137237 	151711 	158193 b	178649 	199384 	235070 	: 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,MT	: 	: 	3918 	4081 	9556 	10382 	10938 	10838 	11004 	11531 	11793 	12298 	12839 	12889 	13602 	13946 	14487 	15169 	15737 	16842 	17471 	19462 	20975 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,NL	: 	: 	17344 	17076 	18765 	18844 	19619 	19642 	19475 	19769 	19978 	19980 	19950 	21271 b	21741 	22543 	23052 	23849 	24539 	26264 	26517 	29958 	31643 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,NO	195143 	192991 	197974 	217927 	220682 	240964 	261351 	259452 	266265 	281996 	299505 	315578 	332411 	328448 	332186 	332824 	343649 	374961 	373999 b	394959 	414365 b	442152 	478088 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,PL	: 	: 	10305 	11130 	12185 	13793 	15587 	16162 	17261 	18322 	18449 	18610 	19178 	20277 	21531 	23249 	24871 	28418 	30075 	35131 	39853 	46011 	52120 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,PT	: 	7596 	7915 	8021 	8494 	9160 	9037 	9395 	9158 	9143 	8663 	8403 	8372 	8823 	9069 	9279 	9936 	10582 	10584 	10754 	11646 	12198 	13972 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,RO	: 	: 	: 	: 	4558 	5254 	6464 	7061 	7241 	6988 	7121 	7391 	9228 	9557 	9279 	11077 	12500 	13992 	15284 	19305 	22851 	29757 	29792 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	224960 	218726 	225002 	238279 	250409 	258191 	303271 	350365 	359692 	417195 	468560 	551102 	697561 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,SE	: 	151106 	159551 	170045 	176840 	178963 b	187220 	193855 	198494 	206319 	206421 	211839 	212716 	214128 	228819 	224756 	216522 	239447 	235699 	245239 	268109 	281141 	294600 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,SI	: 	: 	1832342 	1966389 	8713 	9482 	10561 	10131 	10324 	10362 	10102 	10188 	10488 	10407 	11126 	11323 	11934 	12422 	12913 	14039 	15073 	16492 	17241 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,SK	: 	: 	101421 	117040 	128410 	140158 	4970 	5388 	5672 	6103 	5871 	5782 	5728 	5603 	5570 	5821 	6094 	6399 	6439 	6721 	7083 	7616 	9535 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,TR	: 	: 	: 	4861 	5811 	6207 	6880 	6966 	8014 	8867 	9330 	9742 	11024 	12590 	14802 	16596 	19297 	22295 	24855 	35447 	59438 	115627 	232035 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,UK	: 	: 	11225 	11851 	12456 	12983 	13391 	13490 	13385 	14534 b	14153 	16645 	16155 	17110 	17286 b	17651 	: 	: 	: 	: 	: 	: 	: 
A,MEAN_EI,NAC,ED0-2,M,Y_GE18,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2093 	: 	: 	: 	: 	: 	: 	: 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	258710 	277123 	292245 	308417 	313406 	361429 	428543 	: 	: 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,AT	14131 	16544 	17859 	16015 	16444 	16917 b	17206 	17704 	17689 	19696 	19744 	21095 	22029 	21793 	22413 	23200 	23651 	23083 	23954 	25466 	28773 	31058 	34358 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,BE	12105 	12334 	13041 	13103 	13303 	13790 	15277 	16296 	15520 	15714 	16917 	17509 	17487 	17485 	17894 	18554 	19047 b	19066 	20323 	20589 	22567 	23741 	25423 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,BG	: 	: 	: 	2514 	2712 	3383 	4023 	4689 	4636 	4676 	4746 	5594 	5259 	5456 b	5793 	5830 	6546 	6880 	8502 	8509 	10446 	12453 	13830 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,CH	: 	: 	: 	: 	36235 	39817 	35994 	38118 	37726 	36776 	33922 	33980 b	36309 	36531 	35283 	37252 	33123 	37656 	36926 	35349 	39310 	41392 	: 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,CY	: 	: 	5223 	5643 	6207 	6773 b	12062 	11637 	12569 	13247 	13640 	11758 	11658 	11648 	12047 	12736 	12926 	13368 	13507 	13738 	14629 	14939 	16015 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,CZ	: 	: 	122738 	130932 	131638 	140160 	148105 	151965 	159495 	169726 	173432 	168990 	168921 	171537 	182469 	187440 	192078 	207189 	232879 	249691 	273937 	312868 	330982 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,DE	: 	: 	15242 	14432 	14939 	15447 	15180 	15189 	15233 	15416 	16577 	16509 	16655 	16473 	17369 	16616 	18298 	21435 b	19444 	19915 	21900 	22509 	22795 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,DK	136557 	124846 	129606 	134068 	136177 	142270 	133899 	163813 	153642 b	159220 	171582 	179677 	183441 	180092 	178918 	229524 	242857 	206287 	194103 	210470 	350398 	229656 	281845 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,EE	: 	2290 	2510 	2985 	3434 	4156 	4967 	5166 	4886 	5048 	5485 	6282 b	6419 	6861 	6530 	7241 	7722 	8482 	9294 	9698 	10427 	11839 	13202 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,EL	7329 	7609 	8432 	8818 	9283 	9704 	10122 	10743 	9607 	9273 	8246 	7523 	7746 	7766 	7731 	7909 	8057 	8638 	8605 	9219 	9705 	10047 	10357 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,ES	: 	9024 	9541 	9997 	10711 	13570 b	14465 	14529 	14084 	14636 	14823 	14386 	14203 	14327 	14502 	14622 	15129 	16073 	16091 	16478 	17892 	19349 	20748 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,FI	: 	14246 	14980 	15235 	15215 	16024 	17886 	18298 	18650 	19477 	19804 	20452 	20557 	21024 	21144 	21692 	21769 	22532 	22246 	23095 	23773 	26203 	27230 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,FR	: 	14941 	15660 	15608 	17958 	20391 	21057 	20861 	21000 b	22222 	22716 	21893 	22914 	22596 	22962 	22801 	22329 	21034 b	21083 	21671 b	22009 	23747 	25474 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,HR	: 	: 	: 	: 	: 	: 	: 	33606 	31772 	32059 	31286 	32440 	32382 	32908 	34867 	35615 	39640 	42461 	42670 	45561 	6765 b	8031 b	9241 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,HU	: 	: 	883924 	886881 	990976 	1079041 	1145528 	1126861 	1172800 	1181949 	1244169 	1280739 	1322461 	1354235 	1353614 	1435525 	1713701 b	1806798 	1788767 	1997097 	2487806 	2657515 	3097605 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,IE	13435 	14045 	14681 	17013 	17772 	19196 	20027 	18952 	19436 	18995 	19442 	18842 	20508 	20295 	20738 	21940 	23512 b	23982 b	25264 	25119 	27027 	28136 	30417 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,IS	: 	1586686 	1864154 	2018391 	2135343 	2505352 	3464743 	3592266 	3187020 	3012893 	3387924 	3471424 	4033578 	4101496 	3924564 	4246343 	4508229 	4412780 	: 	: 	: 	: 	: 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,IT	: 	13523 	13647 	14156 	14514 	15034 	15512 	15994 	16160 	16216 	16097 	16600 	16404 	16895 	16785 	17207 	17670 	18158 	17916 	18364 	19530 	20529 	21243 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,LT	: 	: 	6876 	7662 	9537 	12030 	14837 	14340 	13499 	13693 	15175 	14413 	4503 	4963 	4695 	5648 	7030 	6866 	7655 	8016 	8662 	8925 p	10517 p
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,LU	24305 	25815 	27077 	27895 	28812 	29382 	31579 	32590 	32105 	33625 	33469 	35271 	36325 	35921 b	38745 	39985 	41760 	42120 b	44006 b	41863 b	47894 	50952 	58130 b
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,LV	: 	: 	1852 	2058 	2919 	3545 	3963 	3928 	4187 	4276 	4419 	4482 	4723 	4629 	4534 	5114 	5359 	5985 	6255 	7142 	7756 	8507 	8961 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2858 	2932 	3071 	2895 	3134 	3397 	3219 	3633 	3575 	3903 	4918 	: 	: 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	110068 	119279 	128846 	138502 	140451 	144447 	154453 	157412 	175066 	178565 b	195126 	216934 	249851 	: 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,MT	: 	: 	3277 	3459 	7834 	8317 	9568 	10029 	9849 	10609 	10893 	11220 	11574 	11435 	11961 	12320 	12594 	13560 	13708 	14707 	15101 	16598 	19472 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,NL	: 	: 	17716 	15174 	15909 	16640 	17944 	18152 	17453 	18130 	18014 	18044 	18365 	18698 b	19312 	19464 	20063 	21023 	21235 	22962 	22994 	25120 	27597 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,NO	159573 	162509 	170243 	173896 	192161 	202611 	224786 	234933 	246264 	271417 	276571 	297376 	312951 	300005 	324000 	330108 	329578 	361696 	354837 b	404523 	384137 b	425364 	438032 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,PL	: 	: 	12285 	12824 	13570 	14778 	16310 	17486 	18581 	19621 	20618 	20725 	20849 	21719 	21833 	23576 	24691 	27812 	30412 	34459 	41290 	46681 	53873 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,PT	: 	7692 	8058 	8317 	8784 	9707 	9640 	9539 	9604 	10318 	9591 	8973 	8895 	9362 	9720 	9899 	10542 	11199 	11366 	11681 	12206 	12257 	14497 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,RO	: 	: 	: 	: 	4588 	5449 	7221 	8097 	8520 	8584 	8806 	9409 	10091 	10786 	11033 	12630 	14936 	16325 	17618 	23856 	27757 	32910 	33829 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	262482 	251819 	289836 	278052 	304091 	304086 	347999 	362243 	373562 	421809 	478906 	581991 	705869 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,SE	: 	136712 	144728 	156699 	156921 	154778 b	165049 	175289 	179870 	190866 	192568 	214466 	206047 	206491 	239601 	223626 	219123 	247781 	241116 	237750 	277279 	279767 	291851 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,SI	: 	: 	1750320 	1821809 	7969 	8632 	9758 	9387 	9313 	9543 	9125 	9540 	9805 	9866 	10125 	10259 	10599 	11249 	11618 	12328 	13524 	14582 	15046 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,SK	: 	: 	99851 	110443 	131345 	137564 	4883 	5379 	5754 	6071 	6264 	6366 	6176 	6105 	6360 	6676 	7011 	7430 	7563 	8389 	8451 	8745 	10906 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,TR	: 	: 	: 	6101 	7478 	7767 	8798 	8891 	10310 	10537 	11259 	10364 	11480 	13199 	15571 	17546 	20749 	23601 	29777 	42487 	57829 	105730 	213496 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,UK	: 	: 	10391 	10745 	11418 	12114 	12336 	12898 	12854 	14286 b	14025 	15295 	15593 	15466 	16774 b	16900 	: 	: 	: 	: 	: 	: 	: 
A,MEAN_EI,NAC,ED0-2,M,Y_GE65,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2729 	: 	: 	: 	: 	: 	: 	: 
A,MEAN_EI,NAC,ED0-2,T,Y18-64,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	228919 	250951 	268954 	292724 	295591 	351386 	431222 	: 	: 
